"44. ""You're so enchanting, you could cast a spell on me."" (Flirt)",,,,,,,,,1
"45. ""I'm not a writer, but you're my favorite story."" (Flirt)",,,,,,,,,1
"46. ""You're so alluring, you could tempt a saint."" (Flirt)",,,,,,,,,1
"47. ""I'm not a painter, but you're a masterpiece."" (Flirt)",,,,,,,,,1
"48. ""You're so delightful, you could sweeten my day."" (Flirt)",,,,,,,,,1
"49. ""I'm not a sailor, but I'd cross oceans for you."" (Flirt)",,,,,,,,,1
"50. ""You're so magnetic, you could draw me in."" (Flirt)",,,,,,,,,1
"51. ""What time is it?"" (Not Flirt)",,,,,,,,,0
"52. ""Can you pass the salt?"" (Not Flirt)",,,,,,,,,0
"53. ""How's the weather today?"" (Not Flirt)",,,,,,,,,0
"54. ""Did you finish that report?"" (Not Flirt)",,,,,,,,,0
"55. ""Where's the nearest grocery store?"" (Not Flirt)",,,,,,,,,0
"56. ""I need help with my computer."" (Not Flirt)",,,,,,,,,0
"57. ""Do you know what this ingredient is?"" (Not Flirt)",,,,,,,,,0
"58. ""What's the best route to the library?"" (Not Flirt)",,,,,,,,,0
"59. ""Have you seen my keys?"" (Not Flirt)",,,,,,,,,0
"60. ""Could you hold this for a moment?"" (Not Flirt)",,,,,,,,,0
"61. ""I'm looking for the men's/women's restroom."" (Not Flirt)",,,,,,,,,0
"62. ""How much does this cost?"" (Not Flirt)",,,,,,,,,0
"63. ""Is this seat taken?"" (Not Flirt)",,,,,,,,,0
"64. ""What's the capital of France?"" (Not Flirt)",,,,,,,,,0
"65. ""Do you have the time?"" (Not Flirt)",,,,,,,,,0
"66. ""I need to return this item."" (Not Flirt)",,,,,,,,,0
"67. ""What's your opinion on this article?"" (Not Flirt)",,,,,,,,,0
"68. ""Can you recommend a good book?"" (Not Flirt)",,,,,,,,,0
"69. ""I'm trying to find the post office."" (Not Flirt)",,,,,,,,,0
"70. ""What's the next train to London?"" (Not Flirt)",,,,,,,,,0
"71. ""I'm having trouble with this recipe."" (Not Flirt)",,,,,,,,,0
"72. ""Do you know how to fix this?"" (Not Flirt)",,,,,,,,,0
"73. ""What's the best way to get downtown?"" (Not Flirt)",,,,,,,,,0
"74. ""I'm looking for a specific store."" (Not Flirt)",,,,,,,,,0
"75. ""How do you spell that?"" (Not Flirt)",,,,,,,,,0
"76. ""I need to make a phone call."" (Not Flirt)",,,,,,,,,0
"77. ""What's the deadline for this project?"" (Not Flirt)",,,,,,,,,0
"78. ""Can I borrow your pen?"" (Not Flirt)",,,,,,,,,0
"79. ""I'm trying to understand this concept."" (Not Flirt)",,,,,,,,,0
"80. ""What's the speed limit here?"" (Not Flirt)",,,,,,,,,0
"81. ""I need to print this document."" (Not Flirt)",,,,,,,,,0
"82. ""Do you have any recommendations?"" (Not Flirt)",,,,,,,,,0
"83. ""What's the exchange rate?"" (Not Flirt)",,,,,,,,,0
"84. ""I'm trying to find my way back."" (Not Flirt)",,,,,,,,,0
"85. ""Can you help me carry this?"" (Not Flirt)",,,,,,,,,0
"86. ""What's the weather forecast for tomorrow?"" (Not Flirt)",,,,,,,,,0
"87. ""I need to send an email."" (Not Flirt)",,,,,,,,,0
"88. ""Do you know where the nearest ATM is?"" (Not Flirt)",,,,,,,,,0
"89. ""What's the best time to visit the museum?"" (Not Flirt)",,,,,,,,,0
"90. ""I'm trying to learn this language."" (Not Flirt)",,,,,,,,,0
"91. ""Can I ask you a question about this?"" (Not Flirt)",,,,,,,,,0
"92. ""What's the population of Tokyo?"" (Not Flirt)",,,,,,,,,0
"93. ""I need to book a flight."" (Not Flirt)",,,,,,,,,0
"94. ""Do you know how to change a tire?"" (Not Flirt)",,,,,,,,,0
"95. ""What's the difference between these two products?"" (Not Flirt)",,,,,,,,,0
"96. ""I'm trying to find a good restaurant."" (Not Flirt)",,,,,,,,,0
"97. ""Can you give me directions?"" (Not Flirt)",,,,,,,,,0
"98. ""What's the history of this building?"" (Not Flirt)",Generate Audio Overview ,,,,,,,,0
"99. ""I need to return this book to the library."" (Not Flirt)",,,,,,,,,0
"100. ""Do you have any spare change?"" (Not Flirt)",,,,,,,,,0
